CustomerID,Gender,SeniorCitizen,Partner,Dependents,PaperlessBilling,PaymentMethod
8044-BGWPI,Male,0,Yes,Yes,Yes,Electronic check
8046-DNVTL,Male,0,Yes,No,Yes,Credit card (automatic)
8048-DSDFQ,Male,0,No,No,No,Mailed check
8049-WJCLQ,Male,0,Yes,Yes,No,Mailed check
8050-DVOJX,Male,1,No,No,No,Credit card (automatic)
8050-WYBND,Female,0,No,Yes,Yes,Credit card (automatic)
8050-XGRVL,Female,0,Yes,Yes,No,Credit card (automatic)
8051-HJRLT,Female,1,No,No,Yes,Electronic check
8053-WWDRO,Female,0,Yes,No,No,Bank transfer (automatic)
8058-DMYRU,Male,1,No,No,Yes,Electronic check
8058-INTPH,Female,0,No,No,Yes,Electronic check
8058-JMEQO,Female,1,No,No,Yes,Electronic check
8059-UDZFY,Female,1,No,Yes,Yes,Bank transfer (automatic)
8060-HIWJJ,Male,0,No,No,No,Credit card (automatic)
8062-YBDOE,Male,1,No,No,Yes,Electronic check
8063-GBATB,Female,1,No,No,Yes,Electronic check
8063-RJYNF,Male,0,No,No,Yes,Electronic check
8064-RAVOH,Male,0,No,Yes,Yes,Electronic check
8065-BVEPF,Male,1,No,No,Yes,Bank transfer (automatic)
8065-QBYTO,Female,1,No,No,Yes,Credit card (automatic)
8065-YKXKD,Female,0,No,No,Yes,Electronic check
8066-POXGX,Female,0,No,No,Yes,Electronic check
8067-NIOYM,Female,0,Yes,Yes,Yes,Credit card (automatic)
8069-RHUXK,Female,0,Yes,Yes,No,Credit card (automatic)
8069-YQQAJ,Male,0,No,No,Yes,Mailed check
8070-AAWZP,Male,1,Yes,No,No,Mailed check
8071-SBTRN,Female,0,No,No,Yes,Mailed check
8073-IJDCM,Female,0,No,No,Yes,Mailed check
8075-GXIUB,Male,1,Yes,No,No,Credit card (automatic)
8076-FEZKJ,Male,0,No,No,No,Mailed check
8079-XRJRS,Male,0,Yes,No,No,Electronic check
8080-DDEMJ,Male,1,No,No,No,Electronic check
8080-POTJR,Female,0,No,No,Yes,Credit card (automatic)
8082-GHXOP,Male,0,No,Yes,No,Mailed check
8083-YTZES,Male,0,No,No,Yes,Electronic check
8084-OIVBS,Female,0,No,No,No,Mailed check
8085-MSNLK,Female,0,Yes,No,No,Mailed check
8086-OVPWV,Male,0,No,No,Yes,Electronic check
8087-LGYHQ,Male,0,No,No,Yes,Electronic check
8089-UZWLX,Female,1,No,No,No,Bank transfer (automatic)
8091-TTVAX,Male,0,Yes,No,No,Credit card (automatic)
8092-NLTGF,Male,0,No,No,No,Bank transfer (automatic)
8095-WANWK,Female,0,No,No,No,Mailed check
8096-LOIST,Female,0,No,No,Yes,Electronic check
8097-OMULG,Male,0,Yes,Yes,No,Credit card (automatic)
8097-VBQTZ,Male,0,No,No,Yes,Mailed check
8098-LLAZX,Female,1,No,No,Yes,Electronic check
8098-TDCBU,Female,0,Yes,No,No,Electronic check
8099-MZPUJ,Male,0,Yes,Yes,No,Credit card (automatic)
8100-HZZLJ,Female,0,No,Yes,Yes,Electronic check
8100-PNJMH,Male,0,Yes,Yes,Yes,Credit card (automatic)
8104-OSKWT,Female,0,No,No,Yes,Electronic check
8106-GWQOK,Male,0,Yes,No,Yes,Bank transfer (automatic)
8107-KNCIM,Male,1,Yes,No,Yes,Electronic check
8107-RZLNV,Male,0,Yes,No,Yes,Bank transfer (automatic)
8108-UXRQN,Female,0,Yes,Yes,No,Electronic check
8109-YUOHE,Male,0,No,No,No,Mailed check
8111-BKVDS,Female,0,No,No,No,Bank transfer (automatic)
8111-RKSPX,Male,0,No,No,Yes,Bank transfer (automatic)
8111-SLLHI,Male,1,Yes,No,Yes,Electronic check
8118-LSUEL,Male,1,No,No,Yes,Electronic check
8118-TJAFG,Male,0,Yes,Yes,Yes,Electronic check
8120-JDCAM,Male,0,Yes,Yes,Yes,Mailed check
8123-QBNAZ,Female,0,Yes,Yes,Yes,Credit card (automatic)
8124-NZVGJ,Female,0,No,No,Yes,Mailed check
8125-QPFJD,Female,0,Yes,No,Yes,Bank transfer (automatic)
8128-YVJRG,Female,0,No,No,Yes,Mailed check
8129-GMVGI,Female,0,Yes,Yes,No,Mailed check
8132-YPVBX,Female,0,No,No,Yes,Mailed check
8133-ANHHJ,Female,1,No,No,No,Bank transfer (automatic)
8138-EALND,Male,0,No,No,No,Mailed check
8143-ETQTI,Female,0,Yes,Yes,Yes,Mailed check
8144-DGHXP,Female,0,No,No,No,Electronic check
8146-QQKZH,Female,0,Yes,No,No,Bank transfer (automatic)
8148-BPLZQ,Male,0,No,No,Yes,Electronic check
8148-NLEGT,Female,0,Yes,Yes,No,Electronic check
8148-WOCMK,Male,0,Yes,Yes,No,Credit card (automatic)
8149-AIQCG,Male,0,No,No,Yes,Credit card (automatic)
8149-RSOUN,Female,0,No,No,Yes,Electronic check
8150-QUDFX,Male,0,No,No,No,Mailed check
8152-UOBNY,Female,1,No,No,Yes,Electronic check
8152-VETUR,Female,0,Yes,No,Yes,Credit card (automatic)
8155-IBNHG,Female,0,Yes,No,Yes,Credit card (automatic)
8158-WPEZG,Male,0,No,No,Yes,Electronic check
8160-HOWOX,Female,0,No,No,Yes,Electronic check
8161-QYMTT,Male,0,No,No,Yes,Electronic check
8164-OCKUJ,Female,0,Yes,Yes,No,Mailed check
8165-CBKXO,Male,0,Yes,Yes,Yes,Credit card (automatic)
8165-ZJRNM,Female,0,Yes,Yes,No,Bank transfer (automatic)
8166-ORCHU,Male,1,Yes,No,Yes,Electronic check
8166-ZZTFS,Female,1,Yes,No,Yes,Bank transfer (automatic)
8167-GJLRN,Male,0,No,No,No,Electronic check
8168-UQWWF,Female,0,No,No,Yes,Bank transfer (automatic)
8169-SAEJD,Male,1,Yes,No,No,Credit card (automatic)
8173-RXAYP,Female,0,Yes,Yes,No,Mailed check
8174-LNWMW,Female,0,No,No,No,Credit card (automatic)
8174-TBVCF,Female,0,Yes,No,Yes,Credit card (automatic)
8178-EYZUO,Male,0,No,No,Yes,Electronic check
8180-AKMJV,Female,0,No,No,Yes,Credit card (automatic)
8181-YHCMF,Female,0,Yes,Yes,No,Credit card (automatic)
8182-BJDSI,Female,0,No,No,Yes,Electronic check
8182-PNAGI,Male,0,No,No,No,Bank transfer (automatic)
8183-ONMXC,Female,0,No,No,No,Electronic check
8184-WMOFI,Male,0,Yes,Yes,No,Credit card (automatic)
8185-UPYBR,Male,0,Yes,No,Yes,Electronic check
8189-DUKMV,Female,0,Yes,No,No,Bank transfer (automatic)
8189-HBVRW,Female,0,No,No,No,Electronic check
8189-XRIKE,Female,1,No,No,No,Electronic check
8190-ZTQFB,Male,0,No,No,Yes,Electronic check
8191-XWSZG,Female,0,No,No,No,Mailed check
8194-PEEBY,Female,0,Yes,Yes,No,Mailed check
8197-BFWVU,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
8198-RKSZG,Female,0,Yes,Yes,No,Credit card (automatic)
8199-ZLLSA,Male,0,No,No,Yes,Bank transfer (automatic)
8200-KLNYW,Female,0,Yes,No,No,Mailed check
8200-LGKSR,Male,0,Yes,No,No,Electronic check
8201-AAXCB,Male,0,Yes,Yes,No,Electronic check
8203-XJZRC,Male,0,No,No,No,Mailed check
8204-TIFGJ,Female,0,No,No,Yes,Bank transfer (automatic)
8204-YJCLA,Male,1,Yes,Yes,Yes,Bank transfer (automatic)
8205-MQUGY,Male,0,Yes,Yes,Yes,Electronic check
8205-OTCHB,Male,0,No,No,Yes,Bank transfer (automatic)
8205-VSLRB,Male,0,Yes,No,No,Credit card (automatic)
8207-DMRVL,Male,0,Yes,Yes,No,Bank transfer (automatic)
8207-VVMYB,Female,0,Yes,No,Yes,Bank transfer (automatic)
8208-EUMTE,Male,0,No,No,No,Mailed check
8212-CRQXP,Female,0,Yes,No,Yes,Credit card (automatic)
8212-DJRCH,Male,0,Yes,Yes,Yes,Mailed check
8213-TAZPM,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
8215-NGSPE,Female,0,Yes,Yes,No,Mailed check
8216-AZUUZ,Female,0,Yes,Yes,Yes,Electronic check
8217-QYOHV,Male,0,No,No,Yes,Mailed check
8218-FFJDS,Female,0,Yes,No,Yes,Bank transfer (automatic)
8219-VYBVI,Male,0,No,Yes,No,Mailed check
8220-OCUFY,Female,0,No,No,Yes,Electronic check
8221-EQDGL,Male,0,Yes,No,No,Mailed check
8221-HVAYI,Male,0,Yes,Yes,Yes,Credit card (automatic)
8224-DWCKX,Male,1,No,No,Yes,Credit card (automatic)
8224-IVVPA,Female,0,No,No,Yes,Mailed check
8224-KDLKN,Male,0,Yes,Yes,No,Bank transfer (automatic)
8224-UAXBZ,Female,0,Yes,No,Yes,Electronic check
8225-BTJAU,Male,1,No,No,Yes,Electronic check
8226-BXGES,Male,0,Yes,No,No,Bank transfer (automatic)
8229-BUJHX,Female,0,Yes,Yes,No,Bank transfer (automatic)
8229-MYEJZ,Female,0,No,No,No,Electronic check
8229-TNIQA,Female,0,No,No,Yes,Mailed check
8231-BSWXX,Male,0,No,No,Yes,Credit card (automatic)
8232-CTLKO,Female,0,Yes,Yes,Yes,Electronic check
8232-UTFOZ,Male,0,No,No,No,Credit card (automatic)
8234-GSZYK,Male,0,No,No,No,Bank transfer (automatic)
8237-ULIXL,Female,0,Yes,No,No,Credit card (automatic)
8241-JUIQO,Female,0,No,No,No,Bank transfer (automatic)
8242-JSVBO,Male,0,No,No,Yes,Bank transfer (automatic)
8242-PDSGJ,Male,0,Yes,No,Yes,Credit card (automatic)
8242-SOQUO,Female,1,No,No,Yes,Electronic check
8245-UMPYT,Female,1,No,No,Yes,Electronic check
8246-SHFGA,Male,0,No,No,No,Credit card (automatic)
8249-THVEC,Male,0,Yes,Yes,No,Mailed check
8250-ZNGGW,Female,1,No,No,No,Credit card (automatic)
8257-RZAHR,Female,0,Yes,No,Yes,Bank transfer (automatic)
8258-GSTJK,Male,1,No,No,Yes,Electronic check
8259-DZLIZ,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
8259-NFJTV,Female,0,Yes,Yes,No,Mailed check
8260-NGFNY,Female,0,No,No,No,Mailed check
8261-GWDBQ,Female,1,Yes,No,Yes,Bank transfer (automatic)
8262-COGGB,Male,0,No,No,Yes,Mailed check
8263-JQAIK,Male,1,No,No,Yes,Mailed check
8263-OKETD,Female,0,No,No,Yes,Credit card (automatic)
8263-QMNTJ,Male,0,Yes,No,Yes,Electronic check
8265-HKSOW,Female,0,Yes,Yes,No,Credit card (automatic)
8266-VBFQL,Male,0,No,No,Yes,Electronic check
8267-KFGYD,Male,0,No,Yes,Yes,Mailed check
8267-ZNYVZ,Female,0,Yes,No,Yes,Electronic check
8268-YDIXR,Male,0,Yes,No,Yes,Electronic check
8270-RKSAP,Male,0,No,No,Yes,Electronic check
8272-ONJLV,Male,0,No,No,No,Electronic check
8276-MQBYC,Male,1,No,No,Yes,Electronic check
8277-RVRSV,Female,0,Yes,Yes,No,Credit card (automatic)
8280-MQRQN,Female,0,No,No,Yes,Mailed check
8285-ABVLB,Female,0,Yes,No,No,Credit card (automatic)
8286-AFUYI,Male,0,No,No,No,Electronic check
8290-YWKHZ,Female,1,Yes,No,Yes,Electronic check
8292-FRFZQ,Female,0,No,No,No,Bank transfer (automatic)
8292-ITGYJ,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
8292-TYSPY,Male,0,No,No,Yes,Credit card (automatic)
8294-UIMBA,Female,0,No,No,Yes,Bank transfer (automatic)
8295-FHIVV,Male,0,No,No,Yes,Mailed check
8295-KMENE,Female,0,Yes,Yes,Yes,Mailed check
8305-VHZBZ,Male,0,No,No,Yes,Mailed check
8309-IEYJD,Female,1,No,No,Yes,Mailed check
8309-PPCED,Female,0,Yes,No,Yes,Bank transfer (automatic)
8311-UEUAB,Female,0,Yes,Yes,Yes,Electronic check
8313-AFGBW,Male,0,Yes,No,No,Electronic check
8313-KTIHG,Male,0,No,No,Yes,Electronic check
8313-NDOIA,Female,0,No,No,Yes,Electronic check
8314-DPQHL,Male,0,No,No,No,Mailed check
8314-HTWVE,Female,0,Yes,Yes,No,Mailed check
8316-BBQAY,Female,0,No,No,No,Credit card (automatic)
8317-BVKSO,Male,0,No,No,Yes,Electronic check
8318-LCNBW,Male,0,Yes,No,No,Credit card (automatic)
8319-QBEHW,Male,0,No,Yes,Yes,Bank transfer (automatic)
8325-QRPZR,Female,0,No,No,Yes,Electronic check
8327-LZKAS,Female,1,Yes,No,Yes,Electronic check
8327-WKMIE,Male,0,No,No,No,Credit card (automatic)
8328-SKJNO,Male,0,No,Yes,No,Bank transfer (automatic)
8329-GWVPJ,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
8329-IBCTI,Female,0,No,No,No,Mailed check
8329-UTMVM,Male,1,No,No,Yes,Bank transfer (automatic)
8331-ZXFOE,Female,0,No,No,Yes,Credit card (automatic)
8332-OSJDW,Male,0,Yes,Yes,No,Mailed check
8336-TAVKX,Female,1,Yes,No,No,Bank transfer (automatic)
8337-MSSXB,Female,0,No,No,Yes,Electronic check
8337-UPOAQ,Male,1,Yes,No,Yes,Electronic check
8338-QIUNR,Male,0,Yes,Yes,Yes,Credit card (automatic)
8344-WFMFH,Male,0,No,Yes,Yes,Electronic check
8345-MVDYC,Female,0,No,No,No,Bank transfer (automatic)
8347-GDTMP,Female,0,Yes,No,No,Credit card (automatic)
8348-HFYIV,Male,0,No,No,Yes,Electronic check
8348-JLBUG,Male,1,Yes,No,No,Credit card (automatic)
8350-NYMVI,Female,0,No,No,No,Bank transfer (automatic)
8356-WUAOJ,Female,0,Yes,No,Yes,Electronic check
8357-EQXFO,Female,0,No,No,Yes,Electronic check
8361-LBRDI,Female,0,No,No,No,Credit card (automatic)
8361-LTMKD,Male,1,Yes,No,Yes,Mailed check
8364-TRMMK,Female,0,No,No,Yes,Mailed check
8372-JUXUI,Male,0,No,Yes,Yes,Electronic check
8374-UULRV,Male,0,No,No,No,Credit card (automatic)
8374-XGEJJ,Male,1,Yes,No,Yes,Electronic check
8375-DKEBR,Female,1,No,No,Yes,Electronic check
8375-KVTHK,Male,0,Yes,No,Yes,Electronic check
8378-LKJAF,Male,0,Yes,Yes,Yes,Credit card (automatic)
8380-MQINP,Female,0,Yes,Yes,No,Mailed check
8380-PEFPE,Male,0,No,Yes,Yes,Electronic check
8382-SHQEH,Female,0,Yes,No,Yes,Electronic check
8383-SGHJU,Female,0,No,No,No,Electronic check
8384-FZBJK,Female,0,Yes,Yes,Yes,Electronic check
8387-MOJJT,Female,0,Yes,Yes,Yes,Credit card (automatic)
8387-UGUSU,Female,0,Yes,Yes,No,Mailed check
8388-DMKAE,Female,0,No,No,No,Mailed check
8388-FYNPZ,Male,0,No,No,No,Electronic check
8390-FESFV,Female,0,No,No,No,Bank transfer (automatic)
8393-DLHGA,Male,0,No,Yes,Yes,Electronic check
8393-JMVMB,Male,0,No,No,No,Mailed check
8395-ETZKQ,Male,1,Yes,Yes,No,Bank transfer (automatic)
8397-MVTAZ,Male,0,Yes,No,Yes,Electronic check
8398-TBIYD,Female,0,No,No,Yes,Bank transfer (automatic)
8399-YNDCH,Male,1,No,No,Yes,Bank transfer (automatic)
8400-WZICQ,Female,0,Yes,Yes,No,Electronic check
8401-EMUWF,Male,0,Yes,Yes,Yes,Bank transfer (automatic)
8402-EIVQS,Male,0,Yes,No,Yes,Credit card (automatic)
8402-OOOHJ,Female,0,No,No,No,Mailed check
8404-FYDIB,Male,0,No,No,Yes,Credit card (automatic)
8404-GFGCZ,Male,0,Yes,No,No,Electronic check
8404-VIOMB,Female,0,No,No,Yes,Bank transfer (automatic)
8404-VLQFB,Female,0,Yes,Yes,Yes,Electronic check
8405-IGQFX,Female,0,No,No,Yes,Credit card (automatic)
8406-LNMHF,Male,1,Yes,No,Yes,Credit card (automatic)
8409-WQJUX,Female,0,No,No,No,Electronic check
8410-BGQXN,Male,0,No,No,No,Mailed check
8413-VONUO,Male,0,No,No,No,Electronic check
8413-YNHNV,Male,0,No,No,No,Mailed check
8414-MYSHR,Male,1,No,No,Yes,Electronic check
8414-OOEEL,Male,0,No,Yes,Yes,Credit card (automatic)
8417-FMLZI,Male,0,Yes,Yes,Yes,Credit card (automatic)
8417-GSODA,Male,0,Yes,Yes,No,Bank transfer (automatic)
8421-WZOOW,Female,1,Yes,Yes,Yes,Credit card (automatic)
8429-XIBUM,Male,0,No,No,Yes,Bank transfer (automatic)
8430-TWCBX,Female,0,Yes,No,No,Credit card (automatic)
8433-WPJTV,Female,1,Yes,Yes,Yes,Bank transfer (automatic)
8433-WXGNA,Male,0,No,No,Yes,Electronic check
8434-PNQZX,Female,0,No,No,Yes,Credit card (automatic)
8434-VGEQQ,Male,0,Yes,Yes,No,Credit card (automatic)
8436-BJUMM,Male,0,Yes,Yes,Yes,Electronic check
8439-LTUGF,Male,0,No,No,Yes,Credit card (automatic)
8441-SHIPE,Female,0,No,No,Yes,Bank transfer (automatic)
8443-WVPSS,Male,0,Yes,No,Yes,Electronic check
8443-ZRDBZ,Male,0,No,No,Yes,Electronic check
8444-WRIDW,Female,1,No,No,Yes,Credit card (automatic)
8445-DNBAE,Male,0,No,Yes,Yes,Electronic check
8450-JOVAH,Male,0,Yes,Yes,No,Mailed check
8450-LUGUK,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
8450-UYIBU,Female,1,No,No,Yes,Electronic check
8454-AATJP,Female,0,No,No,No,Credit card (automatic)
8455-HIRAQ,Female,0,No,No,No,Mailed check
8456-QDAVC,Male,0,No,No,Yes,Bank transfer (automatic)
8457-XIGKN,Male,0,No,No,Yes,Credit card (automatic)
8461-EFQYM,Female,0,No,No,Yes,Electronic check
8464-EETCQ,Male,0,No,No,No,Credit card (automatic)
8465-SBRXP,Male,0,Yes,Yes,Yes,Bank transfer (automatic)
8466-PZBLH,Male,0,Yes,Yes,No,Bank transfer (automatic)
8467-WYNSR,Male,0,No,No,No,Mailed check
8468-EHYJA,Female,0,Yes,No,Yes,Electronic check
8468-FZTOE,Female,0,Yes,Yes,Yes,Electronic check
8469-SNFFH,Male,0,Yes,No,No,Bank transfer (automatic)
8473-VUVJN,Male,1,No,No,Yes,Electronic check
8474-UMLNT,Female,0,No,No,No,Bank transfer (automatic)
8480-PPONV,Male,0,Yes,Yes,No,Bank transfer (automatic)
8481-YYXWG,Female,0,No,No,Yes,Electronic check
8485-GJCDN,Female,1,No,No,Yes,Mailed check
8486-AYEQH,Female,0,No,No,Yes,Electronic check
8490-BXHEO,Male,1,No,No,Yes,Credit card (automatic)
8495-LJDFO,Female,1,No,No,Yes,Bank transfer (automatic)
8495-PRWFH,Female,1,No,No,No,Electronic check
8496-DMZUK,Male,0,No,No,No,Bank transfer (automatic)
8496-EJAUI,Male,0,No,No,Yes,Credit card (automatic)
8498-XXGWA,Female,0,Yes,No,Yes,Mailed check
8499-BRXTD,Male,0,No,No,No,Mailed check
8510-AWCXC,Female,1,No,No,Yes,Electronic check
8510-BBWMU,Female,0,No,No,Yes,Mailed check
8510-TMWYB,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
8512-WIWYV,Male,0,No,No,No,Credit card (automatic)
8513-OLYGY,Male,0,Yes,No,No,Credit card (automatic)
8514-VZHEB,Male,0,Yes,Yes,No,Mailed check
8515-OCTJS,Female,0,No,No,No,Credit card (automatic)
8519-IMDHU,Male,1,Yes,No,Yes,Bank transfer (automatic)
8519-QJGJD,Female,0,No,No,No,Electronic check
8532-UEFWH,Male,0,Yes,Yes,No,Mailed check
8535-SFUTN,Male,0,No,No,Yes,Electronic check
8540-ZQGEA,Female,0,Yes,No,No,Credit card (automatic)
8541-QVFKM,Female,0,No,No,Yes,Electronic check
8543-MSDMF,Male,0,No,No,Yes,Electronic check
8544-GOQSH,Female,0,No,No,Yes,Credit card (automatic)
8544-JNBOX,Male,0,No,No,Yes,Mailed check
8547-NSBBO,Male,0,No,No,Yes,Mailed check
8548-AWOFC,Male,0,Yes,No,No,Electronic check
8550-XSXUQ,Male,0,Yes,No,Yes,Credit card (automatic)
8552-OBVRU,Female,1,Yes,Yes,Yes,Electronic check
8559-CIZFV,Male,0,Yes,Yes,No,Mailed check
8559-WNQZS,Male,0,No,No,No,Mailed check
8561-NMTBD,Female,0,Yes,Yes,Yes,Credit card (automatic)
8562-GHPPI,Female,0,No,No,No,Credit card (automatic)
8563-IIOXK,Male,0,Yes,Yes,Yes,Electronic check
8563-OYMQY,Male,0,No,No,Yes,Credit card (automatic)
8564-LDKFL,Male,0,Yes,No,Yes,Bank transfer (automatic)
8565-CLBZW,Male,0,No,No,Yes,Mailed check
8565-HBFNN,Male,0,Yes,No,Yes,Credit card (automatic)
8565-WUXZU,Male,1,Yes,No,Yes,Credit card (automatic)
8566-YPRGL,Female,0,No,No,Yes,Mailed check
8570-KLJYJ,Female,0,No,No,No,Mailed check
8571-ZCMCX,Female,0,Yes,Yes,Yes,Credit card (automatic)
8573-CGOCC,Male,0,No,No,No,Credit card (automatic)
8573-JGCZW,Male,0,No,No,Yes,Bank transfer (automatic)
8577-QSOCG,Female,0,Yes,Yes,Yes,Mailed check
8580-AECUZ,Male,1,No,No,Yes,Electronic check
8580-QVLOC,Female,1,Yes,Yes,No,Credit card (automatic)
8582-KRHPJ,Male,0,No,No,Yes,Mailed check
8584-KMVXD,Female,0,No,No,No,Electronic check
8587-XYZSF,Male,0,No,No,No,Bank transfer (automatic)
8590-OHDIW,Female,0,Yes,Yes,No,Mailed check
8590-YFFQO,Male,0,Yes,No,No,Credit card (automatic)
8591-NXRCV,Female,0,No,No,Yes,Bank transfer (automatic)
8591-TKMZH,Male,0,Yes,Yes,Yes,Mailed check
8592-PLTMQ,Female,0,No,No,No,Mailed check
8593-WHYHV,Male,0,No,No,Yes,Electronic check
8595-SIZNC,Female,1,Yes,No,No,Bank transfer (automatic)
8597-CTXVJ,Male,0,No,Yes,No,Bank transfer (automatic)
8597-CWYHH,Male,0,No,No,No,Mailed check
8601-QACRS,Female,0,No,No,Yes,Mailed check
8603-IJWDN,Male,0,No,No,Yes,Electronic check
8605-ITULD,Female,0,No,No,No,Mailed check
8606-CIQUL,Male,1,Yes,Yes,Yes,Credit card (automatic)
8606-OEGQZ,Female,0,No,Yes,No,Credit card (automatic)
8608-OZTLB,Male,0,Yes,Yes,No,Electronic check
8610-WFCJF,Female,0,Yes,Yes,Yes,Electronic check
8610-ZIKJJ,Female,0,Yes,Yes,No,Mailed check
8612-GXIDD,Male,0,Yes,Yes,Yes,Bank transfer (automatic)
8614-VGMMV,Female,0,No,No,Yes,Electronic check
8617-ENBDS,Male,0,No,No,Yes,Credit card (automatic)
8619-IJNDK,Female,0,Yes,Yes,No,Credit card (automatic)
8620-RJPZN,Female,0,No,No,No,Electronic check
8621-MNIHH,Female,1,Yes,No,Yes,Electronic check
8622-ZLFKO,Female,0,Yes,No,Yes,Electronic check
8623-TMRBY,Male,1,Yes,Yes,Yes,Electronic check
8623-ULFNQ,Female,1,No,No,Yes,Electronic check
8624-GIOUT,Female,0,No,No,Yes,Credit card (automatic)
8625-AZYZY,Male,0,Yes,No,Yes,Electronic check
8626-PTQGE,Male,0,No,No,Yes,Bank transfer (automatic)
8626-XHBIE,Male,0,No,Yes,Yes,Mailed check
8627-EHGIP,Male,0,No,No,Yes,Mailed check
8627-ZYGSZ,Male,0,Yes,No,Yes,Electronic check
8628-MFKAX,Female,1,Yes,No,Yes,Credit card (automatic)
8630-FJLIB,Female,0,No,No,Yes,Electronic check
8630-QSGXK,Male,0,Yes,No,Yes,Bank transfer (automatic)
8631-NBHFZ,Male,1,Yes,Yes,No,Credit card (automatic)
8631-WUXGY,Female,0,No,Yes,Yes,Electronic check
8631-XVRZL,Male,0,No,No,Yes,Mailed check
8634-CILSZ,Male,0,No,No,Yes,Bank transfer (automatic)
8634-MPHTR,Male,1,Yes,No,Yes,Electronic check
8637-XJIVR,Female,0,No,No,Yes,Electronic check
8639-NHQEI,Female,0,Yes,Yes,Yes,Bank transfer (automatic)
8640-SDGKB,Male,0,No,No,Yes,Electronic check
8642-GVWRF,Female,0,Yes,No,No,Bank transfer (automatic)
8644-XLFBW,Male,1,No,No,Yes,Electronic check
8644-XYTSV,Male,0,Yes,No,Yes,Bank transfer (automatic)
8645-KOMJQ,Male,0,Yes,Yes,Yes,Bank transfer (automatic)
8645-KWHJO,Male,0,No,No,Yes,Electronic check
8646-JCOMS,Female,0,Yes,No,Yes,Bank transfer (automatic)
8647-SDTWQ,Male,0,Yes,Yes,Yes,Electronic check
8648-PFRMP,Female,1,No,No,Yes,Electronic check
8650-RHRKE,Male,0,No,No,Yes,Electronic check
8651-ENBZX,Female,1,No,No,Yes,Electronic check
8652-YHIYU,Female,0,No,Yes,Yes,Credit card (automatic)
8654-DHAOW,Female,0,No,No,No,Mailed check
8659-HDIYE,Female,1,No,No,No,Credit card (automatic)
8659-IOOPU,Female,0,Yes,Yes,No,Electronic check
8660-BUETV,Female,0,No,No,No,Mailed check
8661-BOYNW,Female,0,Yes,No,Yes,Credit card (automatic)
8663-UPDGF,Female,0,No,No,Yes,Bank transfer (automatic)
8665-UTDHZ,Male,0,Yes,Yes,No,Electronic check
8668-KNZTI,Male,0,No,No,No,Electronic check
8670-ERCJH,Male,0,No,No,No,Bank transfer (automatic)
8670-MEFCP,Female,0,Yes,Yes,Yes,Credit card (automatic)
8671-KKKOS,Female,0,Yes,No,No,Electronic check
8672-OAUPW,Male,0,No,Yes,No,Credit card (automatic)
8676-OOQEJ,Male,0,No,No,No,Electronic check
8676-TRMJS,Male,0,No,No,No,Mailed check
8677-HDZEE,Female,0,No,No,Yes,Bank transfer (automatic)
8679-JOEVF,Female,1,No,No,No,Electronic check
8679-LZBMD,Male,0,Yes,No,Yes,Bank transfer (automatic)
8680-CGLTP,Male,0,No,No,Yes,Electronic check
8681-ICONS,Male,0,Yes,Yes,Yes,Mailed check
8685-WHQPW,Female,1,No,No,Yes,Bank transfer (automatic)
8687-BAFGU,Male,0,No,No,No,Electronic check
8690-UPCZI,Male,0,Yes,Yes,No,Bank transfer (automatic)
8690-ZVLCL,Female,0,Yes,Yes,No,Credit card (automatic)
8695-ARGXZ,Male,1,Yes,No,Yes,Electronic check
8695-WDYEA,Male,0,No,No,No,Mailed check
8696-JKZNU,Female,1,No,No,Yes,Electronic check
8699-ASUFO,Male,1,Yes,No,Yes,Mailed check
8701-DGLVH,Male,0,No,No,No,Mailed check
8705-DWKTI,Male,0,No,No,Yes,Credit card (automatic)
8705-WZCYL,Male,0,No,No,Yes,Electronic check
8706-HRADD,Male,0,No,No,Yes,Mailed check
8707-HOEDG,Female,0,Yes,Yes,Yes,Electronic check
8707-RMEZH,Female,1,Yes,No,No,Credit card (automatic)
8708-XPXHZ,Female,0,Yes,Yes,Yes,Electronic check
8709-KRDVL,Female,0,No,No,Yes,Electronic check
8710-YGLWG,Male,0,No,No,Yes,Mailed check
8711-LOBKY,Male,0,Yes,Yes,No,Mailed check
8713-IGZSO,Male,0,No,No,No,Mailed check
8714-CTZJW,Female,0,No,No,Yes,Credit card (automatic)
8714-EUHJO,Female,0,Yes,Yes,Yes,Electronic check
8715-KKTFG,Female,0,Yes,No,Yes,Bank transfer (automatic)
8717-VCTXJ,Male,0,No,No,Yes,Mailed check
8718-PTMEZ,Female,0,No,No,Yes,Electronic check
8720-RQSBJ,Male,1,No,No,No,Electronic check
8722-NGNBH,Male,0,No,No,No,Mailed check
8722-PRFDV,Female,0,Yes,Yes,No,Credit card (automatic)
8725-JEDFD,Male,0,No,No,Yes,Mailed check
8727-JQFHV,Male,0,Yes,Yes,No,Mailed check
8727-XDPUD,Male,0,No,No,No,Credit card (automatic)
8728-SKJLR,Male,0,No,No,Yes,Electronic check
